N,P,K,temperature,humidity,ph,rainfall,label
63.326111,31.230723,30.760911,20.64000481,68.04016854,7.081960434,72.7245815,barley
59.498646,30.220071,31.809763,19.5098386,65.9585506,6.719758882,70.1207283,barley
63.835356,30.286649,30.069655,19.18408632,66.94025927,6.931678773,79.0856698,barley
59.076665,30.328725,30.374076,20.94647197,64.75223162,6.856920391,72.5531653,barley
60.559827,29.33035,30.291135,20.64417905,62.33106022,6.827125814,67.0594926,barley
63.58514,27.71522,29.161617,20.22632713,69.07036248,6.786586947,67.668162,barley
65.643471,27.827979,26.701791,20.26400867,63.69465902,6.591668505,72.9750971,barley
60.731402,29.153882,28.079543,20.5234744,66.69052306,6.779768124,77.7558754,barley
56.789746,27.711712,28.962138,19.97264839,65.63268257,6.750787844,71.4786327,barley
56.245382,32.165647,29.876773,20.6703775,65.8910859,6.893177657,72.3930226,barley
61.343126,30.964084,31.993729,20.1179127,66.84340977,6.781693918,76.0484923,barley
57.970823,32.701411,29.939763,19.14153494,65.33307148,6.661065462,73.5307029,barley
58.042128,29.330725,27.165689,19.72861621,58.69791375,6.476883824,73.1937416,barley
62.3574,30.638186,28.549536,19.97137319,64.9906334,6.563693603,76.3142729,barley
62.632087,29.668554,30.040329,20.12502968,59.69148934,6.749575814,67.1356662,barley
56.99514,29.57835,32.69653,20.38450572,63.51493463,6.916806887,75.8772928,barley
62.773901,30.089446,29.029595,20.41893399,66.023062,6.982619417,72.6677216,barley
63.148658,29.197147,31.976091,20.11855976,70.39567827,6.659405685,77.291048,barley
60.593732,29.022873,29.274171,19.80779162,66.10283146,6.90665844,67.59046,barley
59.926936,33.213406,32.591315,20.2617942,65.09880904,6.824486391,72.5767755,barley
56.931622,29.613935,27.497124,20.23953387,66.68270944,6.701429962,76.6107444,barley
56.322703,27.803438,30.336678,20.62825898,69.378212,6.70638761,74.5304595,barley
59.884475,29.741059,31.32549,20.39139373,60.90138039,7.101214231,75.7963837,barley
58.123312,30.593705,30.741045,20.15640426,63.5692066,6.662988833,69.8926729,barley
63.518187,30.8154,29.444079,20.46301923,57.59378919,7.034348203,62.6932021,barley
58.912677,28.320495,28.057978,20.69649607,63.78397688,6.870686792,69.8029336,barley
61.431122,30.115233,28.075512,20.59776009,63.71623288,6.482457293,68.2019163,barley
64.502279,31.275333,29.477022,19.79044538,64.16374887,7.223656589,71.6041289,barley
61.290125,31.545425,30.358184,19.84457471,64.48949039,6.785393343,69.8436666,barley
62.182889,30.077919,31.09896,19.95157005,65.20445149,6.39236706,73.8485762,barley
61.039465,31.497015,25.655617,21.25302482,64.63706697,7.026069295,65.6323951,barley
61.838322,28.419877,29.064347,21.14841881,64.50422576,6.844356306,73.6542845,barley
61.487046,30.225628,30.547442,21.44204935,64.85019113,6.841024206,74.4127485,barley
63.316578,31.780545,30.958095,19.31419705,69.24692198,6.56614554,71.271069,barley
57.737172,29.903792,30.493144,20.19281433,66.09699396,7.129197099,71.9048441,barley
59.26753,31.446131,31.784206,19.26343531,66.55324018,6.943039239,68.7502333,barley
64.12712,29.774917,30.188365,19.89615691,65.04050552,6.576359882,63.9517863,barley
64.783515,28.729558,28.512911,18.70796593,63.33869946,6.530089682,76.8964637,barley
63.029451,28.967774,33.378654,20.58905929,64.1554384,6.290121234,79.6219588,barley
55.831283,27.531902,31.533856,21.46385144,68.59910933,6.91503746,72.4979682,barley
62.560247,31.138393,30.421787,20.06252066,64.83725787,6.646191224,68.8211647,barley
54.92113,29.852491,28.517113,19.33784641,65.46772479,7.083968466,73.8569297,barley
55.288498,28.515558,31.411157,19.41050756,64.41595381,6.912210628,65.9329533,barley
60.316127,27.998962,29.097949,20.19186916,60.85821629,6.889856847,69.9175212,barley
61.65747,30.335871,32.046211,20.0751347,63.88354559,6.824948691,72.2818517,barley
60.14658,30.060888,28.947012,19.60225945,61.35322629,7.156913656,64.7757744,barley
57.921284,28.922389,31.342387,19.82303019,68.24412939,6.662607913,71.1717755,barley
57.493959,33.217724,28.218602,20.18589243,66.64781989,6.884415016,69.2217918,barley
59.610538,30.065717,29.779497,20.57832747,70.7473598,6.686271676,64.2468275,barley
59.735154,33.869564,28.794488,20.98347008,69.36202212,6.687067999,72.3897289,barley
64.88519,29.431308,29.694629,19.65099145,62.3616325,6.667547381,64.8594509,barley
60.10225,28.84504,30.350679,19.06646261,65.8602886,6.970039908,61.6263103,barley
61.12217,31.841503,28.185538,21.00354343,66.08944942,6.656177581,69.7657699,barley
61.674981,30.114008,30.808134,19.44759584,65.44033814,6.511602243,69.5328505,barley
57.288277,28.896705,31.85414,20.65478607,66.58375911,6.577168196,68.6710845,barley
63.639293,30.212575,33.478994,20.2359907,65.4993277,6.736940241,70.5608718,barley
59.54259,31.062163,31.435053,19.52840632,61.53879432,6.425414104,72.1335636,barley
56.6899,26.770664,30.582868,21.49579971,64.98421563,6.971052118,70.3436833,barley
59.703331,31.378615,29.564588,20.16043539,65.8364143,6.663709547,74.1665779,barley
59.475121,28.866382,30.804765,19.46091921,65.07327101,6.798139725,74.5607614,barley
61.424095,29.96246,31.226649,20.83412453,66.4503068,6.802111934,64.4902878,barley
56.804659,29.542163,29.085732,19.88781722,65.1472898,6.908057322,69.7039051,barley
61.459505,30.096712,27.0368,19.43639876,64.62537236,6.553222272,72.5197007,barley
64.592252,31.828143,29.679836,20.89443568,65.38653539,6.731234462,67.4237088,barley
59.092591,29.417735,30.255624,20.09634439,65.00791965,6.889135387,75.0007144,barley
62.848662,27.772653,26.169118,20.56059195,61.44611538,6.754147858,65.0855253,barley
54.594059,30.812194,31.138733,19.65409376,58.26329004,6.688566133,71.6455768,barley
55.563265,30.27504,29.977035,20.3475749,65.31090896,6.601493936,75.0256003,barley
59.524411,29.959043,28.600098,19.73403065,62.69951294,6.764719004,77.1891756,barley
55.884297,27.579658,32.206755,19.87440579,63.26041088,7.012140556,67.4564147,barley
65.478029,31.016889,29.268133,21.29438493,63.4251412,6.951387456,71.2570288,barley
63.905224,32.342267,30.048006,19.54794928,66.19592757,6.661746065,78.4562264,barley
60.409606,29.452018,30.27702,19.19172423,62.4738035,7.044884437,67.241044,barley
113.718534,30.804979,31.778556,25.53921498,77.98814306,5.37512881,137.203704,ragi
129.008002,29.51598,29.62375,25.99614561,76.66869003,5.575221482,169.4850211,ragi
116.138891,31.39176,30.08552,25.20144421,79.58540528,5.5837929,154.8446647,ragi
126.435044,29.452571,28.741185,24.2163931,69.10093023,5.839274176,140.0711247,ragi
118.672478,29.58478,30.46111,25.61180291,77.58142047,5.403792223,148.4959046,ragi
121.69548,29.626963,32.411018,25.36823121,77.20463336,5.609375409,160.5612647,ragi
121.086129,28.054752,30.599532,24.51148233,73.41414995,5.596750063,161.1445476,ragi
120.127629,30.46325,32.553322,25.18056488,82.80504934,5.593309092,134.1531352,ragi
124.52005,30.571738,31.934629,25.50488601,74.58463205,5.297990791,148.1187907,ragi
114.896877,29.129215,30.882868,26.25242838,76.18401459,5.302679295,154.001424,ragi
127.179789,29.085326,29.798974,25.01101615,72.64530506,5.606966272,148.9114667,ragi
122.517195,28.668762,29.343813,25.54178602,73.88150054,5.784949035,146.4032743,ragi
121.348108,31.398886,27.872451,23.67939339,70.42303106,5.708326377,145.0332767,ragi
135.349196,29.153629,30.276827,26.15658246,81.01827866,5.84014809,160.8752961,ragi
126.144375,30.88879,31.167542,24.58661071,72.54540335,5.499443215,148.4683384,ragi
117.280632,31.044581,31.432958,25.06630516,79.43259024,5.311621296,148.2570649,ragi
115.699066,27.200195,29.875979,24.90868937,79.54034923,5.604083928,140.7823186,ragi
131.124555,31.831551,30.873147,24.83013693,72.12168229,5.438585882,159.7987376,ragi
131.307518,32.314865,29.266726,24.16028693,75.42265874,5.208207505,152.9085094,ragi
119.114384,29.300945,27.607945,25.38520008,73.40189748,5.306963722,124.1496401,ragi
119.834911,32.658377,32.491889,24.65717781,73.19336382,5.577347752,141.014531,ragi
121.810751,31.14912,31.8404,24.92488444,74.38897875,5.355132873,142.5580768,ragi
118.641127,30.551048,31.370377,24.39761579,79.47806571,5.455264606,149.8076944,ragi
115.51673,26.36364,31.326068,25.55263292,74.15601733,5.511053468,154.643453,ragi
110.624725,29.206421,31.191397,24.05928293,75.8806738,5.276164002,154.1978698,ragi
119.786151,27.577302,31.747109,24.44905632,72.56924269,5.533093918,160.3377361,ragi
113.905069,30.09252,30.643225,25.51982921,75.52932467,5.439440407,142.551688,ragi
120.516863,28.391791,25.617974,25.32741985,77.71180452,5.110116148,140.9124237,ragi
123.714926,33.086243,30.031191,24.45399779,74.45131068,5.726854609,144.1863224,ragi
115.204848,29.275885,28.570007,25.09200274,79.87403538,5.55330808,147.7288185,ragi
118.249132,27.655214,31.324665,24.9416221,74.45856026,6.026862749,152.6887762,ragi
115.489254,29.360464,31.722669,25.08495281,70.68516607,5.651672774,143.9867032,ragi
131.239787,31.620072,29.329017,25.96076227,75.20356653,5.640707656,154.3625954,ragi
114.92186,29.034675,31.544941,24.7489185,73.78905461,5.342404774,153.8123916,ragi
132.37515,28.398701,30.036329,26.05916542,74.76107583,5.574641346,140.4384582,ragi
122.569843,29.719284,31.478595,25.89053954,82.76869093,5.595639474,152.9321668,ragi
121.166306,29.470251,30.507726,24.77844894,75.50538293,5.717403593,140.9411169,ragi
126.839271,31.975673,29.822897,23.40860883,73.17653404,5.7140041,149.7941874,ragi
114.004187,29.242838,31.26093,25.41005018,74.2832037,5.439473972,146.4741767,ragi
114.465539,32.423064,29.516519,25.91286889,79.56394816,5.664721298,146.1154172,ragi
122.422381,29.963707,28.644447,25.24326946,71.46288063,5.695967099,145.8184443,ragi
121.206958,30.424932,29.611643,25.44002035,73.57528903,5.643764054,137.8861829,ragi
120.758277,32.908393,28.499503,24.49169127,76.54172355,5.529630994,153.1556709,ragi
122.935123,30.952082,31.66455,25.30736399,74.27622704,5.610974661,167.0989374,ragi
119.204198,28.538206,31.660621,24.90971413,68.48199136,5.639824577,145.1820463,ragi
119.4568,30.49797,30.28575,25.53208886,73.69354089,5.584662457,147.6640799,ragi
124.432863,30.923051,28.596842,25.81448659,73.39210966,5.633329537,153.3055858,ragi
131.029102,29.664801,29.476025,24.9854353,74.09046065,5.631990414,135.4532045,ragi
113.677905,28.398296,31.425461,26.28296003,74.68665234,5.472144416,150.6304695,ragi
126.97127,28.60897,30.357553,25.73139822,76.50328251,5.531280967,159.0094148,ragi
103.780606,31.016813,29.018886,23.62702533,76.5336078,5.72665366,148.7629634,ragi
125.717247,32.418417,31.972372,26.2299734,77.22638247,5.51244655,135.5823077,ragi
118.523625,28.73513,33.256414,24.86808564,75.36961442,5.590995087,150.392422,ragi
130.170306,29.066026,30.291911,24.44314706,71.03993247,5.3990581,149.6666688,ragi
117.424187,28.961369,27.890524,24.93767082,70.48583888,5.625409234,150.7419578,ragi
111.254691,29.536186,28.871765,25.23938088,79.02135134,5.190596543,151.0352347,ragi
119.039203,31.00701,30.319795,24.436023,74.04283819,5.368655734,159.6840642,ragi
120.12787,32.851786,29.909009,24.46869492,70.45885682,5.202481953,135.7427765,ragi
121.60276,30.763088,27.628214,25.67127874,73.55081684,5.524220847,164.5099857,ragi
125.381036,29.597204,28.663212,23.38613845,72.84254004,5.465163511,141.1153843,ragi
119.212458,30.115278,29.662716,24.51249806,75.50596402,5.572920207,140.1864083,ragi
128.465594,29.852118,30.028274,25.53116082,75.69964839,5.657267545,152.5841175,ragi
116.325376,30.542255,28.284411,25.08141978,74.90031003,5.465660719,148.8431624,ragi
108.708906,29.176913,30.139267,25.11989229,71.91697458,5.708841794,142.2044264,ragi
125.816743,30.640792,29.030659,26.33148317,71.4190895,5.651660439,159.0052409,ragi
115.976279,32.088698,29.62493,25.21652022,75.78096552,5.477839058,157.2972745,ragi
124.760932,27.377202,31.95651,23.75313101,78.09763861,5.685906348,140.1813021,ragi
117.535114,28.341443,29.677618,24.76897429,77.3389816,5.716200943,162.5611543,ragi
116.626992,29.686167,27.474843,24.39559745,77.8945549,5.766571166,138.8908602,ragi
116.445214,29.960391,30.420242,24.39279736,76.27218313,5.421816508,149.8699296,ragi
123.277705,30.009633,29.345421,24.91779265,74.73491112,5.43894818,147.6708354,ragi
129.591883,30.841379,29.55678,25.5227158,73.99854153,5.693565565,153.3267797,ragi
119.356187,30.671575,27.643686,24.1549244,71.41822498,5.523585611,165.592635,ragi
133.387801,30.957077,30.751267,23.6492067,73.3719786,5.370015681,144.4123716,ragi
118.991137,29.291864,27.03105,25.56093269,71.78177092,5.539475733,168.666744,ragi
114.483692,26.204569,29.570994,25.82571973,80.87504236,5.297124317,154.470293,ragi
117.208137,29.841077,33.966515,23.87277225,75.76121898,5.577169373,159.7720769,ragi
120.587899,30.462076,29.412527,25.20184521,73.97042317,5.602559362,146.673507,ragi
122.262602,29.956106,31.689075,24.96145471,69.6809026,5.708217048,141.8484093,ragi
116.077402,29.106508,32.061657,23.39824434,84.4132456,5.674249373,152.0091502,ragi
119.670636,30.428331,30.781684,25.48391169,76.6668134,5.514780812,148.2239542,ragi
119.09236,29.707638,31.700655,25.44516754,66.1788341,5.608223628,151.7526258,ragi
119.887747,29.417222,31.686169,25.71064485,72.681367,5.567163627,141.2550894,ragi
111.722291,29.059924,31.29359,25.71484378,76.53925626,5.619640805,154.6456046,ragi
116.15111,30.647884,31.200614,25.5657185,78.56674011,5.616870135,153.1630339,ragi
126.420901,29.960218,28.677188,24.87769978,72.76529207,5.388595585,148.699332,ragi
115.24548,29.538058,27.159578,25.15997028,75.00361643,5.365180376,155.933211,ragi
125.625421,27.58866,28.855913,24.42314324,72.1802907,5.636863349,148.2555648,ragi
118.412911,26.994206,30.953127,24.0705562,75.17979789,5.545767195,162.2459274,ragi
112.147078,25.470732,30.275774,26.35038339,78.71683906,5.534593804,145.5752743,ragi
124.842736,28.539681,30.714537,25.37910262,78.18062972,5.955343906,153.5317437,ragi
116.946218,29.961639,27.346386,24.47896515,73.77215269,5.413525414,151.3711938,ragi
115.06548,31.681546,30.000311,24.99302476,74.01631585,5.525606463,157.4258844,ragi
114.797219,29.012825,29.544411,23.99059681,72.54222642,5.421423556,157.8695026,ragi
121.575368,30.290385,31.276347,24.89697116,76.17139455,5.482968411,152.3882611,ragi
116.503448,26.341774,29.798581,26.0670611,77.77864621,5.659290585,161.1251765,ragi
120.531946,30.295974,29.073522,24.76294536,76.84731345,5.698640932,148.7449835,ragi
117.298864,30.000792,30.90181,23.91710889,68.11145714,5.40916142,139.0135882,ragi
116.951159,29.77833,29.320127,26.08935065,75.98023429,5.549578269,155.5998643,ragi
113.167001,31.558668,29.886354,25.50286046,71.7844283,5.243629804,157.3610069,ragi
81.505638,38.195897,38.260674,28.94536522,52.38329384,6.820321226,80.4068343,jowar
82.553568,39.342763,41.206375,27.54294424,54.64185561,6.507979239,79.888844,jowar
82.963297,38.973573,39.5428,27.16474653,49.36286595,6.462749586,97.3043387,jowar
83.138417,39.961479,39.474218,28.01887135,56.20366205,6.269741501,90.6830406,jowar
82.861525,41.436371,40.876951,28.01647799,56.48029472,6.615403756,83.1943924,jowar
77.705593,40.203713,43.09804,26.95915006,51.77144442,6.532128364,85.2595273,jowar
80.693367,40.487906,39.553595,29.25148529,51.47801125,6.33844308,84.4734007,jowar
73.427245,39.648291,43.32294,28.01754465,55.50754199,6.254267871,81.8565568,jowar
78.499214,39.36457,42.563288,28.46846049,52.55479249,6.548068432,87.5409309,jowar
84.560596,43.161081,37.969812,27.31887969,52.23332871,6.454366127,87.3784277,jowar
83.949338,39.848098,39.360305,28.12747671,53.16268562,6.907460051,76.8009288,jowar
80.738962,44.047212,40.0136,27.84036721,54.21362007,6.464823622,92.0015272,jowar
71.152552,43.066867,37.152086,27.77601204,54.05566228,6.614767888,76.8495658,jowar
81.848691,44.048619,37.273652,28.15935318,53.54363921,6.583048005,85.0976537,jowar
77.434052,40.975745,43.608696,27.83964081,56.58346747,6.247811773,80.1221745,jowar
81.889625,42.968232,40.711227,27.73703125,54.99844109,6.256170492,88.0830282,jowar
83.529332,39.095819,39.059916,28.22333771,54.03921658,6.48710414,95.7085811,jowar
79.011897,39.28332,38.704916,28.62512126,54.60130682,6.373372258,91.7386506,jowar
85.678412,38.799153,36.26692,28.8463115,53.49381438,6.654171992,74.9524705,jowar
83.570389,37.577656,41.461528,28.01198938,52.90133328,6.420627919,88.5002241,jowar
80.423578,41.168826,43.952881,26.68603705,58.55786766,6.520349408,80.4162014,jowar
74.678745,39.621759,41.8433,27.89285874,58.32454085,6.21702074,84.9383464,jowar
74.990426,40.727264,41.773775,27.64656009,49.27072952,6.538794889,87.2273666,jowar
81.617179,42.471564,37.857893,28.57138153,57.62351653,6.153175421,86.6302243,jowar
77.983281,39.836955,40.695353,27.59072801,53.51344223,6.506659721,79.4550457,jowar
75.656699,41.358747,37.702412,28.5597025,56.01770084,6.163467688,81.5444203,jowar
84.776438,38.037669,39.071191,28.38813115,56.72345912,6.450949917,81.952698,jowar
85.689479,43.477799,41.957716,28.07166724,53.22181541,6.338063341,87.6648219,jowar
81.673593,42.803197,41.3009,26.73741255,57.31428476,6.305378178,83.0417465,jowar
81.000801,43.991335,46.219837,28.50964737,54.59696744,6.604228601,89.5270427,jowar
78.717329,43.590423,40.460142,28.41810419,56.46503335,6.582209389,89.2785966,jowar
77.530987,38.883396,37.799692,28.36918103,56.71366031,6.589265709,93.5399114,jowar
79.977616,41.337483,37.816598,27.67483625,56.53018307,6.665574912,83.5007686,jowar
79.713603,36.964253,39.285942,28.74792186,56.26545104,6.597629816,85.2538458,jowar
80.028253,38.679358,41.397657,28.35361727,56.08244147,6.397423206,74.0179511,jowar
84.388611,39.042325,38.274448,28.58252229,54.13757219,6.706687595,88.1467303,jowar
82.734277,37.268089,42.423888,28.21945045,54.18759029,6.527960751,75.9412003,jowar
81.634611,37.941257,37.294659,26.72121828,57.44791442,6.377293638,92.8220113,jowar
77.856794,36.585284,37.766951,29.03808176,54.65702401,6.393083977,85.816093,jowar
82.007131,42.234798,42.896998,27.69779434,52.08269509,6.419374294,86.3274306,jowar
76.144964,38.085698,40.687576,27.95913202,55.07215339,6.35209341,83.8249564,jowar
76.303067,41.780397,42.070499,26.4492022,52.95507611,6.208176795,81.6848779,jowar
79.666248,37.10071,38.15628,27.15667581,55.45598812,6.513522146,81.3191385,jowar
80.707283,38.90664,39.45669,29.40569976,57.94901431,6.246581659,89.2316353,jowar
83.245586,37.703473,41.637555,29.29186281,52.53040143,6.32108695,90.1900735,jowar
81.085981,41.102953,40.681178,28.32818457,52.08176132,6.704226953,90.964909,jowar
79.082437,39.913046,36.937785,28.431974,56.25852637,6.487872752,90.7342021,jowar
78.663691,41.129212,37.960671,27.98021619,54.61642063,6.543935045,83.1154127,jowar
79.47411,41.652094,39.126472,26.65047524,58.84908459,6.769383545,78.4094603,jowar
82.758831,38.99405,40.526974,28.24714827,54.48430284,6.347165695,81.4782406,jowar
76.335232,38.336356,39.865643,27.39876161,56.50051454,6.790013,82.0417285,jowar
80.957618,40.99937,40.944005,28.06380243,56.63390132,6.594038546,78.6879216,jowar
83.476624,41.774582,38.473428,28.03186778,56.50332378,6.459183805,90.472188,jowar
89.45549,38.428028,37.237911,28.25520762,56.58743751,6.454981057,92.4116294,jowar
74.645577,41.385837,38.788278,29.44427744,59.38353378,6.350501965,82.1972586,jowar
83.438352,39.225739,39.909178,28.02132627,50.77671906,6.49730164,81.4823884,jowar
78.027509,42.887264,37.486986,28.68309236,54.38628155,6.445446767,89.0308967,jowar
81.360205,41.141226,41.936369,27.72170096,53.65307918,6.288395647,80.7904063,jowar
91.796378,42.489359,37.297851,26.88913532,56.06010534,6.606716635,87.7993076,jowar
78.980177,39.749091,40.655759,28.07215013,50.11753918,6.455189072,80.6578272,jowar
80.700846,45.970518,40.734963,27.73663506,57.0279633,6.594124138,87.1424819,jowar
82.427402,44.113087,37.738223,28.39785094,52.96196151,6.608324966,80.3146988,jowar
78.330533,39.40982,41.951633,28.77150173,52.25942177,6.510712152,81.3811427,jowar
74.96598,39.565966,39.383034,30.03844185,55.95251162,6.231364587,82.1196526,jowar
84.085533,44.176886,36.828033,26.42086352,59.11612339,6.575974765,80.5717071,jowar
82.138516,34.728505,40.006751,28.27536979,57.03339431,6.302290289,85.4370045,jowar
76.298301,40.510768,38.209307,27.6571953,52.80920613,6.626971567,89.3781007,jowar
79.061518,40.076476,37.102817,27.74827162,54.88954984,7.011054653,79.3289682,jowar
85.856709,41.993718,40.561273,29.47724121,55.81863204,6.575886043,84.7290847,jowar
84.894276,42.192938,38.748645,26.89183236,54.5534426,6.34399248,84.6760247,jowar
84.949753,39.085397,39.914353,28.0487391,56.86654794,6.06185658,81.9058285,jowar
80.845135,42.400158,39.016195,26.42369573,56.36336518,6.376104334,78.9327,jowar
77.502618,39.630949,38.790511,26.14732451,56.97354563,6.748600633,88.3227622,jowar
75.449257,39.597017,39.986957,28.50298729,56.47034908,6.356836109,85.4181773,jowar
81.829122,42.911645,41.409013,28.66280762,55.18441858,6.775039533,87.0897903,jowar
76.555648,42.80674,41.395807,27.62784302,53.94511547,6.557832231,87.3622425,jowar
80.789169,40.622617,43.399915,28.90009625,55.4193983,6.683555563,79.7341281,jowar
81.591708,43.618613,39.563908,27.2879875,53.56540445,6.287521558,80.9977143,jowar
78.517968,37.188866,40.031237,28.75791283,53.0029364,6.796260365,87.6050397,jowar
84.122322,38.684331,41.70905,27.08277552,56.9585445,6.533508671,87.8215812,jowar
75.297622,38.20986,41.194456,27.20338768,56.01905384,6.233408128,89.3256885,jowar
75.069907,41.1046,41.251262,27.41471167,56.28045845,6.550786241,82.2519065,jowar
75.965781,36.074749,40.6993,26.68556567,55.20975724,6.448627598,88.4636282,jowar
78.791818,39.341104,41.463741,28.28144874,55.69554311,6.59150718,77.1685822,jowar
83.027155,41.224938,37.966634,27.7949724,54.91352397,6.473773127,86.7026858,jowar
85.725467,42.163533,37.375562,28.52253879,57.9236533,6.575427662,90.5640002,jowar
88.049082,42.047419,40.498617,28.87787432,55.31875323,6.504661093,83.2077874,jowar
86.253653,38.363143,43.064735,28.41988586,51.92152642,6.571691612,74.2898648,jowar
82.502032,41.770463,38.815288,28.10378006,59.29914635,6.401379393,79.5995713,jowar
85.926654,43.925174,40.007391,28.84962895,57.95124701,6.355215575,82.5249402,jowar
84.923498,43.370029,41.125762,27.26095594,59.37153445,6.396460675,83.2907973,jowar
81.369351,43.108321,41.707952,28.34848702,56.01923477,6.50848536,87.8465115,jowar
69.88176,39.406785,40.482644,27.03314817,55.8499113,6.460128112,93.9529261,jowar
86.292079,39.068389,39.698325,27.93788404,54.00634915,6.538029872,81.1327614,jowar
75.477539,41.245422,41.259059,27.32437476,56.96978195,6.376842343,86.2911427,jowar
83.281376,39.932775,40.909482,27.5661991,54.56777352,6.459857411,81.1924504,jowar
79.292903,36.902763,39.017693,27.76070459,54.43640454,6.452907998,84.6850026,jowar
81.917766,41.749034,38.70047,26.98931128,52.70750229,6.40499543,83.2052013,jowar
76.920016,37.407767,39.087758,28.15239836,56.30906482,6.391302505,82.8937111,jowar
76.293207,39.937122,38.303143,28.48142736,51.07109372,6.429872214,86.5356474,jowar
80.735338,45.386067,40.6996,29.09635086,44.82816436,6.437645748,39.8065606,bajra
76.667776,41.830781,38.900919,29.89491068,43.85599589,7.154725676,39.2290174,bajra
87.330228,41.628304,40.964133,30.33185983,45.70883514,6.406754794,39.3306799,bajra
83.380632,39.902206,37.18962,29.95283599,48.06738993,7.05436591,39.8511904,bajra
83.805797,39.266986,36.592257,29.16798061,47.81319978,6.744105411,39.4158784,bajra
78.800647,43.808273,43.251918,31.99690221,44.71371862,6.860307396,36.3600579,bajra
85.907738,37.664441,40.433551,29.01242773,43.94003971,6.629198464,38.5410994,bajra
77.843509,38.903462,41.666668,29.00562349,45.39697457,7.048463667,38.7683287,bajra
77.128324,39.538951,42.35945,30.17469687,44.04381427,6.898710837,37.3544988,bajra
82.725438,40.817215,39.384383,29.24527278,43.40397434,6.909102737,42.9495532,bajra
77.450769,40.916773,35.825946,29.47384404,44.94409392,6.614424583,37.7523847,bajra
77.328882,40.584385,39.625342,27.98559189,41.18273973,6.676199504,41.0984478,bajra
69.009981,39.00054,38.947504,31.249504,44.30696074,6.878129753,40.3390171,bajra
71.477734,41.536414,40.430793,30.45744178,52.06722787,6.37484096,44.139272,bajra
78.85021,40.574658,39.908976,29.6181873,43.97430073,6.867219782,36.3587831,bajra
83.002317,39.167611,37.739861,29.59498843,47.26286859,6.690791642,40.8602887,bajra
77.076175,41.515844,41.371015,31.66374795,44.6839849,6.93640558,40.2353621,bajra
85.183487,38.562335,41.490011,29.82477243,44.88446128,6.818717507,40.605377,bajra
79.535084,40.429426,43.156236,30.88690472,46.56447827,6.707069937,37.865822,bajra
83.821202,41.752094,42.945341,29.45641744,44.58681242,6.465545231,39.0580693,bajra
83.986282,39.067009,41.28096,29.8285472,45.58330265,6.565870956,40.2045027,bajra
68.035456,39.626208,36.739054,31.08539506,46.39933323,6.89520088,43.6504149,bajra
76.204334,43.494726,41.864383,29.78710024,47.04411626,6.574316123,38.021166,bajra
77.565641,38.942045,37.886885,31.10077476,44.53406208,6.871911014,38.6311567,bajra
72.717587,40.540115,36.17549,29.93822936,42.53703293,7.205404304,42.1872705,bajra
80.423015,42.527413,38.307368,30.48913144,45.35965878,6.853860097,43.0536484,bajra
82.929968,40.577447,36.690225,29.13595833,44.77912392,6.819047964,37.2875111,bajra
89.646707,43.032788,41.204237,30.06483318,44.61802385,6.605808634,40.1859532,bajra
81.03101,37.516479,40.668353,29.86026686,41.5659464,6.624481458,39.0073467,bajra
87.550751,41.113106,37.329037,30.43743266,42.21485282,7.020868975,38.8693008,bajra
79.625455,42.651593,37.425673,28.74259363,43.94952121,7.011829286,36.3535694,bajra
68.671378,39.097682,41.103482,31.08023557,44.16630955,6.716068972,42.7693618,bajra
72.521033,39.222958,40.380848,30.40429685,44.08234795,6.807025966,34.0280144,bajra
77.367006,40.907017,38.035412,30.0530858,45.8043705,6.730119963,40.4091131,bajra
76.14907,39.586777,41.220432,30.14127566,43.94424371,6.845740146,41.7150635,bajra
71.800235,42.318148,39.327491,30.38294094,47.15504446,6.520178566,38.2973416,bajra
78.845805,38.432493,43.469873,29.22890512,44.0000158,6.841695362,37.1148411,bajra
78.417277,40.634907,39.334279,29.91595183,44.0472022,6.491048057,40.7718237,bajra
87.019732,40.036803,40.450528,30.62345048,42.71520511,7.14731299,40.4855891,bajra
86.527428,38.533934,43.636124,30.69763994,45.99547215,6.847740989,39.4035313,bajra
84.802127,40.28072,36.065861,28.99453218,44.66547765,6.863239793,39.8641876,bajra
84.875883,36.097796,40.287176,28.3638187,46.36748213,6.780730422,41.0070639,bajra
76.544468,42.55893,42.083449,30.52518987,44.76686896,6.918290886,38.3034578,bajra
83.422223,43.298962,42.141221,29.34335778,45.65055117,6.536199125,41.3737367,bajra
81.802414,36.260367,37.676432,29.74517499,44.45845246,6.553266705,40.933549,bajra
81.005894,39.611462,38.488417,30.94383641,47.9797328,6.701353457,38.5307994,bajra
81.964831,39.283941,39.721206,30.66568784,41.56315904,7.068933674,40.1744333,bajra
78.354027,39.821532,39.924859,28.44191883,47.69088881,6.808430429,41.0632051,bajra
83.806199,37.957675,40.946944,29.75912302,46.5241874,6.366045606,39.7621737,bajra
77.588717,40.864526,40.940088,29.36313669,43.71808704,6.777424265,37.8480587,bajra
83.367935,39.261586,34.186024,29.66266015,43.13062112,6.467219734,37.0301761,bajra
80.437634,42.657282,40.626369,29.45414695,45.82062755,6.706345577,38.3329591,bajra
75.382549,36.496342,39.220153,30.14224814,44.82607739,6.715142747,37.7302095,bajra
82.432985,37.365736,41.552056,29.09800468,43.64561657,6.500775821,38.7966348,bajra
